season,epnumInSeason,epnum,date,name,wikilink,description,types,bday,genres,gender
3,15,61,1978-03-25,Meat Loaf,/wiki/Meat_Loaf,Musician,"Thing,Person",1947-09-27,"Rock,hard rock,heavy metal,progressive rock,Wagnerian rock",Male
3,16,62,1978-04-08,Eugene Record,/wiki/Eugene_Record,Vocalist,"Person,Thing",,,Male
3,17,63,1978-04-15,Keith Jarrett,/wiki/Keith_Jarrett,Jazz pianist,"Person,Thing",1945-05-08,"Jazz,classical,jazz fusion,free improvisation",Male
3,18,64,1978-04-22,The Blues Brothers,/wiki/The_Blues_Brothers,Band,"MusicGroup,Thing",,"Blues,rhythm and blues",
3,19,65,1978-05-13,Jimmy Buffett,/wiki/Jimmy_Buffett,Musician,"Person,Thing",1946-12-25,"country,country pop,folk,easy listening,rock",Male
3,20,66,1978-05-20,Sun Ra,/wiki/Sun_Ra,Composer,"Thing,Person",1914-05-22,"Avant-garde jazz,free jazz,jazz fusion,experimental,bebop,space music",Male
4,1,67,1978-10-07,The Rolling Stones,/wiki/The_Rolling_Stones,Rock band,"MusicGroup,Thing",,"Rock,blues",
4,2,68,1978-10-14,Devo,/wiki/Devo,Rock band,"MusicGroup,Thing",,"New wave,synth-pop,art punk,post-punk,art pop,electronic rock,industrial,neo-psychedelia",
4,3,69,1978-10-21,Frank Zappa,/wiki/Frank_Zappa,Musician,"Person,Thing",1940-12-21,"Rock,experimental,jazz,classical,pop,avant-garde",Male
4,4,70,1978-11-04,Van Morrison,/wiki/Van_Morrison,Singer-songwriter,"Thing,Person",1945-08-31,"Rock,rhythm and blues,folk,blues,soul,celtic,jazz,country,gospel",Male
4,5,71,1978-11-11,Grateful Dead,/wiki/Grateful_Dead,Rock band,"MusicGroup,Thing",,Rock,
4,6,72,1978-11-18,The Blues Brothers,/wiki/The_Blues_Brothers,Band,"MusicGroup,Thing",,"Blues,rhythm and blues",
4,8,74,1978-12-09,Kate Bush,/wiki/Kate_Bush,Singer-songwriter,"Thing,Person",1958-07-30,"Art rock,art pop,avant-pop,pop rock,experimental pop,baroque pop",Female
4,9,75,1978-12-16,Peter Tosh,/wiki/Peter_Tosh,Musician,"Person,Thing",1944-10-19,"Reggae,ska,rocksteady,R&B",Male
4,9,75,1978-12-16,Mick Jagger,/wiki/Mick_Jagger,Singer,"Person,Thing",1943-07-26,"Rock,blues,pop",Male
4,10,76,1979-01-27,The Doobie Brothers,/wiki/The_Doobie_Brothers,Rock band,"MusicGroup,Thing",1970,"Rock,soft rock,pop,blue-eyed soul",
4,11,77,1979-02-10,Talking Heads,/wiki/Talking_Heads,Rock band,"MusicGroup,Thing",,"New wave,post-punk,art pop,avant-funk,worldbeat,art punk",
4,12,78,1979-02-17,Judy Collins,/wiki/Judy_Collins,Singer,"Person,Thing",1939-05-01,"Folk,country,rock and roll,pop",Female
4,13,79,1979-02-24,Delbert McClinton,/wiki/Delbert_McClinton,Singer-songwriter,"Thing,Person",1940-11-04,"Americana,blues rock,electric blues,roots rock,country",Male
4,14,80,1979-03-10,Eubie Blake,/wiki/Eubie_Blake,Composer,"Person,Thing",1887-02-07,"Jazz,popular,ragtime",Male
4,14,80,1979-03-10,Gregory Hines,/wiki/Gregory_Hines,Dancer,"Thing,Person",1946-02-14,,Male
4,14,80,1979-03-10,Gary Busey,/wiki/Gary_Busey,Actor,"Person,Thing",1944-06-29,,Male
4,14,80,1979-03-10,Rick Danko,/wiki/Rick_Danko,Musician,"Person,Thing",1943-12-29,"Rock,americana",Male
4,14,80,1979-03-10,Paul Butterfield,/wiki/Paul_Butterfield,Singer,"Thing,Person",1942-12-17,"Blues rock,Chicago blues,blue-eyed soul",Male
4,15,81,1979-03-17,The Chieftains,/wiki/The_Chieftains,Band,"MusicGroup,Thing",,"Traditional Irish,Irish folk,Celtic",
4,16,82,1979-04-07,Rickie Lee Jones,/wiki/Rickie_Lee_Jones,Vocalist,"Thing,Person",1954-11-08,"Rock,jazz,R&B,pop",Female
4,17,83,1979-04-14,Ornette Coleman,/wiki/Ornette_Coleman,Saxophonist,"Person,Thing",1930-03-09,"Avant-garde jazz,free jazz,jazz-fusion,free funk",Male
4,18,84,1979-05-12,James Taylor,/wiki/James_Taylor,Singer-songwriter,"Person,Thing",1948-03-12,"Folk rock,rock,pop,soft rock,blues,country",Male
4,19,85,1979-05-19,Linda Ronstadt,/wiki/Linda_Ronstadt,Singer,"Thing,Person",1946-07-15,"Rock,rock and roll,folk,country rock,soft rock,jazz,big band,art rock,Latin",Female
4,19,85,1979-05-19,Phoebe Snow,/wiki/Phoebe_Snow_(singer),Singer-songwriter,"Thing,Person",1950-07-17,"Folk,blues,gospel,jazz,pop,rock,rock and roll,soft rock,soul,adult contemporary",Female
4,20,86,1979-05-26,Bette Midler,/wiki/Bette_Midler,Singer-songwriter,"Thing,Person",1945-12-01,"Traditional pop,vocal,pop,musical comedy",Female
5,1,87,1979-10-13,Blondie,/wiki/Blondie_(band),Comic Strip,Thing,,"New wave,pop rock",
5,2,88,1979-10-20,Bob Dylan,/wiki/Bob_Dylan,Songwriter,"Thing,Person",1941-05-24,"Folk,blues,rock,country,gospel,Great American Songbook",Male
5,3,89,1979-11-03,Chicago,/wiki/Chicago_(band),City in Illinois,"Thing,AdministrativeArea,Place,City",,"Rock,soft rock,jazz rock",
5,4,90,1979-11-10,Tom Petty and the Heartbreakers,/wiki/Tom_Petty_and_the_Heartbreakers,Rock band,"MusicGroup,Thing",,"Rock,heartland rock,blues rock,hard rock",
5,5,91,1979-11-17,The Roches,/wiki/The_Roches,Vocal group,"MusicGroup,Thing",1979-11-17,"Folk rock,Folk",
5,6,92,1979-12-08,Randy Newman,/wiki/Randy_Newman,Singer-songwriter,"Thing,Person",1943-11-28,"Rock,pop",Male
5,7,93,1979-12-15,David Bowie,/wiki/David_Bowie,Singer-songwriter,"Thing,Person",1947-01-08,"Art rock,glam rock,pop,electronic,experimental",Male
5,8,94,1979-12-22,Desmond Child & Rouge,/wiki/Desmond_Child,Musician,"Thing,Person",1953-10-28,"Pop rock,adult contemporary,hard rock,glam metal,disco,latin pop",Male
5,9,95,1980-01-26,The B-52's,/wiki/The_B-52%27s,Band,"MusicGroup,Thing",,"New wave,dance-rock,art pop",
5,10,96,1980-02-09,Marianne Faithfull,/wiki/Marianne_Faithfull,Singer,"Thing,Person",1946-12-29,"Rock,folk,alternative,blues,jazz",Female
5,10,96,1980-02-09,Tom Scott,/wiki/Tom_Scott_(musician),Saxophonist,"Person,Thing",1948-05-19,"Jazz,blues,R&B,rock,pop",Male
5,11,97,1980-02-16,Gary Numan,/wiki/Gary_Numan,Singer-songwriter,"Person,Thing",1958-03-08,"New wave,synthpop,post-punk,electronic,industrial rock,gothic rock",Male
5,12,98,1980-02-23,Sam & Dave,/wiki/Sam_%26_Dave,R&amp;B duo,"MusicGroup,Thing",,"Soul,R&B,Southern soul,Rock and roll",
5,13,99,1980-03-08,The J. Geils Band,/wiki/The_J._Geils_Band,Rock band,"MusicGroup,Thing",,"Rock,blues rock,new wave",
5,14,100,1980-03-15,Paul Simon,/wiki/Paul_Simon,Musician,"Person,Thing",1941-10-13,"Folk,rock,pop,world",Male
5,14,100,1980-03-15,James Taylor,/wiki/James_Taylor,Singer-songwriter,"Person,Thing",1948-03-12,"Folk rock,rock,pop,soft rock,blues,country",Male
5,14,100,1980-03-15,David Sanborn,/wiki/David_Sanborn,Saxophonist,"Thing,Person",1945-07-30,"Jazz,jazz fusion,R&B,funk",Male
5,15,101,1980-04-05,The Grateful Dead,/wiki/The_Grateful_Dead,Rock band,"MusicGroup,Thing",,Rock,
5,16,102,1980-04-12,Anne Murray,/wiki/Anne_Murray,Singer,"Person,Thing",1945-06-20,"Country,pop,adult contemporary,soft rock",Female
5,17,103,1980-04-19,The Specials,/wiki/The_Specials,Band,"MusicGroup,Thing",,"2 Tone,ska,reggae,punk rock",
5,18,104,1980-05-10,The Amazing Rhythm Aces,/wiki/Amazing_Rhythm_Aces,Musical Group,"MusicGroup,Thing",,"Country rock,soft rock,southern rock",
5,18,104,1980-05-10,Bruce Cockburn,/wiki/Bruce_Cockburn,Singer-songwriter,"Person,Thing",1945-05-27,"Folk,rock",Male
5,19,105,1980-05-17,Paul McCartney,/wiki/Paul_McCartney,Singer-songwriter,"Thing,Person",1942-06-18,"Rock,pop,classical,electronic",Male
5,19,105,1980-05-17,Linda McCartney,/wiki/Linda_McCartney,Musician,"Person,Thing",1941-09-24,,Female
5,20,106,1980-05-24,Andrew Gold,/wiki/Andrew_Gold,Singer-songwriter,"Thing,Person",1951-08-02,"Pop,pop rock,soft rock",Male
5,20,106,1980-05-24,Andrae Crouch & the Voices of Unity,/wiki/Andrae_Crouch,Singer,"Person,Thing",1942-07-01,"Gospel,contemporary Christian",Male
6,1,107,1980-11-15,Kid Creole & the Coconuts,/wiki/Kid_Creole_%26_the_Coconuts,Musical Group,"MusicGroup,Thing",,"Latin,disco",
6,2,108,1980-11-22,Captain Beefheart & His Magic Band,/wiki/Captain_Beefheart_%26_His_Magic_Band,Singer-songwriter,"Thing,Person",1941-01-15,"Experimental rock,blues rock,avant-garde,free jazz,art rock,spoken word,psychedelia",Male
6,3,109,1980-12-06,Aretha Franklin,/wiki/Aretha_Franklin,Singer-songwriter,"Thing,Person",1942-03-25,"Soul,pop,gospel,jazz,R&B",Female
6,4,110,1980-12-13,James Brown,/wiki/James_Brown_(musician),Singer,"Person,Thing",1933-05-03,"Funk,soul,rhythm and blues",Male
6,4,110,1980-12-13,Ellen Shipley,/wiki/Ellen_Shipley,Musician,"Person,Thing",,,Female
6,5,111,1980-12-20,Linda Ronstadt,/wiki/Linda_Ronstadt,Singer,"Thing,Person",1946-07-15,"Rock,rock and roll,folk,country rock,soft rock,jazz,big band,art rock,Latin",Female
6,5,111,1980-12-20,The Pirates of Penzance,/wiki/The_Pirates_of_Penzance,Opera by Arthur Sullivan,"Thing,MusicComposition",,,
6,6,112,1981-01-10,Jack Bruce & Friends,/wiki/Jack_Bruce_%26_Friends,Musician,"Person,Thing",1943-05-14,"Rock,jazz-rock,blues-rock,Latin",Male
6,7,113,1981-01-17,Cheap Trick,/wiki/Cheap_Trick,Rock band,"MusicGroup,Thing",,"Rock,hard rock,power pop",
6,7,113,1981-01-17,Stanley Clarke Trio,/wiki/Stanley_Clarke_Trio,Musician,"Thing,Person",1951-06-30,"Jazz,jazz fusion,funk,R&B",Male
6,8,114,1981-01-24,"Joe ""King"" Carrasco & the Crowns",/wiki/Joe_Carrasco,Vocalist,"Thing,Person",,,Male
6,9,115,1981-02-07,Jimmy Cliff,/wiki/Jimmy_Cliff,Musician,"Person,Thing",1948-04-01,"Ska,reggae",Male
6,10,116,1981-02-14,Funky Four Plus One,/wiki/Funky_Four_Plus_One,Hip hop group,"MusicGroup,Thing",,Hip hop,
6,11,117,1981-02-21,Todd Rundgren,/wiki/Todd_Rundgren,Multi-instrumentalist,"Thing,Person",1948-06-22,"Art rock,progressive rock,progressive pop,soul,electronic",Male
6,11,117,1981-02-21,Prince,/wiki/Prince_(singer),Duke of Cornwall,"Person,Thing",1958-06-07,"Funk,pop,R&B,rock",Male
6,12,118,1981-03-07,Delbert McClinton,/wiki/Delbert_McClinton,Singer-songwriter,"Thing,Person",1940-11-04,"Americana,blues rock,electric blues,roots rock,country",Male
6,13,119,1981-04-11,Jr. Walker & the All-Stars,/wiki/Jr._Walker_%26_the_All-Stars,Musician,"Thing,Person",1931-06-14,"R&B,disco",Male
7,1,120,1981-10-03,Rod Stewart,/wiki/Rod_Stewart,Singer-songwriter,"Person,Thing",1945-01-10,"Rock,pop,blue-eyed soul,blues rock,folk rock",Male
7,2,121,1981-10-10,The Kinks,/wiki/The_Kinks,Rock band,"MusicGroup,Thing",,"Rock,pop",
7,3,122,1981-10-17,Miles Davis,/wiki/Miles_Davis,Jazz trumpeter,"Thing,Person",1926-05-26,Jazz,Male
7,4,123,1981-10-31,Fear,/wiki/Fear_(band),Book,"Book,Thing",,"Hardcore punk,punk rock",
7,5,124,1981-11-07,Rick James,/wiki/Rick_James,Musician,"Thing,Person",1948-02-01,"R&B,soul,funk rock,doo-wop,quiet storm,dance-punk",Male
7,6,125,1981-11-14,The Go-Go's,/wiki/The_Go-Go%27s,Rock band,"MusicGroup,Thing",,"Pop rock,new wave,punk rock",
7,6,125,1981-11-14,Billy Joel,/wiki/Billy_Joel,Singer-songwriter,"Thing,Person",1949-05-09,"Rock,soft rock,piano rock,pop",Male
7,7,126,1981-12-05,Meat Loaf,/wiki/Meat_Loaf,Musician,"Thing,Person",1947-09-27,"Rock,hard rock,heavy metal,progressive rock,Wagnerian rock",Male
7,8,127,1981-12-12,The Spinners,/wiki/The_Spinners_(soul_music),Vocal group,"MusicGroup,Thing",,"R&B,smooth soul",
7,8,127,1981-12-12,The Whiffenpoofs,/wiki/The_Whiffenpoofs,Musical Group,"MusicGroup,Thing",,,
7,9,128,1982-01-23,The Allman Brothers Band,/wiki/The_Allman_Brothers_Band,Rock band,"MusicGroup,Thing",,"Southern rock,jam band,blues rock,country rock,jazz rock",
7,10,129,1982-01-30,Jennifer Holliday,/wiki/Jennifer_Holliday,Actress,"Thing,Person",1960-10-19,"R&B,Soul,Pop,House,Dance,Gospel",Female
7,11,130,1982-02-06,Lindsey Buckingham,/wiki/Lindsey_Buckingham,Musician,"Thing,Person",1949-10-03,"Rock,pop,new wave",Male
7,12,131,1982-02-20,Luther Vandross,/wiki/Luther_Vandross,Singer-songwriter,"Person,Thing",1951-04-20,"R&B,soul,pop,quiet storm",Male
7,13,132,1982-02-27,Hall & Oates,/wiki/Hall_%26_Oates,Musical duo,"MusicGroup,Thing",,"Pop rock,blue-eyed soul,soft rock,jazz,rhythm and blues",
7,14,133,1982-03-20,Mink DeVille,/wiki/Mink_DeVille,Rock band,"MusicGroup,Thing",,"Rock,punk rock,soul,rhythm and blues,blues,cabaret,Cajun,Latin",
7,15,134,1982-03-27,Rickie Lee Jones,/wiki/Rickie_Lee_Jones,Vocalist,"Thing,Person",1954-11-08,"Rock,jazz,R&B,pop",Female
7,16,135,1982-04-10,John Cougar Mellencamp,/wiki/John_Mellencamp,Musician,"Thing,Person",1951-10-07,"Rock,heartland rock,roots rock,folk rock",Male
7,17,136,1982-04-17,Elton John,/wiki/Elton_John,Singer,"Thing,Person",1947-03-25,"Rock,piano rock,pop rock,glam rock,soft rock,rhythm and blues",Male
7,18,137,1982-04-24,The Charlie Daniels Band,/wiki/The_Charlie_Daniels_Band,Instrumentalist,"Person,Thing",1936-10-28,"Bluegrass,country,rock,Southern rock,outlaw country,country rock,blues rock,rock and roll,blues,gospel",Male
7,19,138,1982-05-15,Sparks,/wiki/Sparks_(band),Pop band,"MusicGroup,Thing",,"Art rock,glam rock,new wave,synthpop,disco,power-pop",
7,20,139,1982-05-22,Olivia Newton-John,/wiki/Olivia_Newton-John,Singer,"Thing,Person",1948-09-26,"Pop,country,soft rock,pop rock",Female
8,1,140,1982-09-25,Queen,/wiki/Queen_(band),Queen of the United Kingdom,"Thing,Person",,Rock,Male
8,2,141,1982-10-02,George Thorogood & the Destroyers,/wiki/George_Thorogood_%26_the_Destroyers,Musician,"Thing,Person",1950-02-24,"Blues rock,boogie rock",Male
8,3,142,1982-10-09,The Clash,/wiki/The_Clash,Rock band,"MusicGroup,Thing",,"Punk rock,post-punk",
8,4,143,1982-10-23,Men at Work,/wiki/Men_at_Work,Rock band,"MusicGroup,Thing",1978,"New wave,pop rock,reggae rock",
8,5,144,1982-10-30,The New Joe Jackson Band,/wiki/The_New_Joe_Jackson_Band,Musician,"Thing,Person",1954-08-11,"Punk rock,ska,new wave,jazz pop,jazz,classical",Male
8,6,145,1982-11-13,Kenny Loggins,/wiki/Kenny_Loggins,Singer,"Person,Thing",1948-01-07,"Rock,country,children's music,soft rock",Male
8,7,146,1982-11-20,Squeeze,/wiki/Squeeze_(band),Band,"MusicGroup,Thing",,"New wave,pop rock,power pop,post-punk",
